,participant.id,price,brand,horsepower,upholstery,sunroof,rating
42,1,"$23,000",Toyota,250 HP,Cloth,Yes,36
43,1,"$23,000",Toyota,250 HP,Leather,No,49
44,1,"$23,000",Toyota,250 HP,Leather,Yes,56
45,1,"$23,000",Toyota,280 HP,Cloth,No,47
46,1,"$23,000",Toyota,280 HP,Cloth,Yes,49
47,1,"$23,000",Toyota,280 HP,Leather,No,73
48,1,"$23,000",Toyota,280 HP,Leather,Yes,64
49,1,"$25,000",Saturn,220 HP,Cloth,No,41
50,1,"$25,000",Saturn,220 HP,Cloth,Yes,42
51,1,"$25,000",Saturn,220 HP,Leather,No,39
52,1,"$25,000",Saturn,220 HP,Leather,Yes,50
53,1,"$25,000",Saturn,250 HP,Cloth,No,70
54,1,"$25,000",Saturn,250 HP,Cloth,Yes,65
55,1,"$25,000",Saturn,250 HP,Leather,No,49
56,1,"$25,000",Saturn,250 HP,Leather,Yes,61
57,1,"$25,000",Saturn,280 HP,Cloth,No,50
58,1,"$25,000",Saturn,280 HP,Cloth,Yes,49
59,1,"$25,000",Saturn,280 HP,Leather,No,52
60,1,"$25,000",Saturn,280 HP,Leather,Yes,62
61,1,"$25,000",Kia,220 HP,Cloth,No,49
62,1,"$25,000",Kia,220 HP,Cloth,Yes,37
63,1,"$25,000",Kia,220 HP,Leather,No,48
64,1,"$25,000",Kia,220 HP,Leather,Yes,55
65,1,"$25,000",Kia,250 HP,Cloth,No,49
66,1,"$25,000",Kia,250 HP,Cloth,Yes,57
67,1,"$25,000",Kia,250 HP,Leather,No,53
68,1,"$25,000",Kia,250 HP,Leather,Yes,63
69,1,"$25,000",Kia,280 HP,Cloth,No,52
70,1,"$25,000",Kia,280 HP,Cloth,Yes,64
71,1,"$25,000",Kia,280 HP,Leather,No,54
72,1,"$25,000",Kia,280 HP,Leather,Yes,51
73,1,"$25,000",Volkswagen,220 HP,Cloth,No,37
74,1,"$25,000",Volkswagen,220 HP,Cloth,Yes,51
75,1,"$25,000",Volkswagen,220 HP,Leather,No,51
76,1,"$25,000",Volkswagen,220 HP,Leather,Yes,44
77,1,"$25,000",Volkswagen,250 HP,Cloth,No,56
78,1,"$25,000",Volkswagen,250 HP,Cloth,Yes,54
79,1,"$25,000",Volkswagen,250 HP,Leather,No,56
80,1,"$25,000",Volkswagen,250 HP,Leather,Yes,52
81,1,"$25,000",Volkswagen,280 HP,Cloth,No,48
82,1,"$25,000",Volkswagen,280 HP,Cloth,Yes,61
83,1,"$25,000",Volkswagen,280 HP,Leather,No,58
84,1,"$25,000",Volkswagen,280 HP,Leather,Yes,53
85,1,"$25,000",Toyota,220 HP,Cloth,No,58
86,1,"$25,000",Toyota,220 HP,Cloth,Yes,47
87,1,"$25,000",Toyota,220 HP,Leather,No,51
88,1,"$25,000",Toyota,220 HP,Leather,Yes,48
89,1,"$25,000",Toyota,250 HP,Cloth,No,58
90,1,"$25,000",Toyota,250 HP,Cloth,Yes,59
91,1,"$25,000",Toyota,250 HP,Leather,No,56
92,1,"$25,000",Toyota,250 HP,Leather,Yes,54
93,1,"$25,000",Toyota,280 HP,Cloth,No,52
94,1,"$25,000",Toyota,280 HP,Cloth,Yes,59
95,1,"$25,000",Toyota,280 HP,Leather,No,43
96,1,"$25,000",Toyota,280 HP,Leather,Yes,44
97,1,"$27,000",Saturn,220 HP,Cloth,No,43
98,1,"$27,000",Saturn,220 HP,Cloth,Yes,35
99,1,"$27,000",Saturn,220 HP,Leather,No,55
100,1,"$27,000",Saturn,220 HP,Leather,Yes,58
101,1,"$27,000",Saturn,250 HP,Cloth,No,59
102,1,"$27,000",Saturn,250 HP,Cloth,Yes,44
103,1,"$27,000",Saturn,250 HP,Leather,No,51
104,1,"$27,000",Saturn,250 HP,Leather,Yes,47
105,1,"$27,000",Saturn,280 HP,Cloth,No,38
106,1,"$27,000",Saturn,280 HP,Cloth,Yes,36
107,1,"$27,000",Saturn,280 HP,Leather,No,64
108,1,"$27,000",Saturn,280 HP,Leather,Yes,41
109,1,"$27,000",Kia,220 HP,Cloth,No,54
110,1,"$27,000",Kia,220 HP,Cloth,Yes,22
111,1,"$27,000",Kia,220 HP,Leather,No,39
112,1,"$27,000",Kia,220 HP,Leather,Yes,47
113,1,"$27,000",Kia,250 HP,Cloth,No,43
114,1,"$27,000",Kia,250 HP,Cloth,Yes,59
115,1,"$27,000",Kia,250 HP,Leather,No,48
116,1,"$27,000",Kia,250 HP,Leather,Yes,50
117,1,"$27,000",Kia,280 HP,Cloth,No,47
118,1,"$27,000",Kia,280 HP,Cloth,Yes,37
119,1,"$27,000",Kia,280 HP,Leather,No,46
120,1,"$27,000",Kia,280 HP,Leather,Yes,65
121,1,"$27,000",Volkswagen,220 HP,Cloth,No,58
122,1,"$27,000",Volkswagen,220 HP,Cloth,Yes,51
123,1,"$27,000",Volkswagen,220 HP,Leather,No,56
124,1,"$27,000",Volkswagen,220 HP,Leather,Yes,52
125,1,"$27,000",Volkswagen,250 HP,Cloth,No,43
126,1,"$27,000",Volkswagen,250 HP,Cloth,Yes,55
127,1,"$27,000",Volkswagen,250 HP,Leather,No,58
128,1,"$27,000",Volkswagen,250 HP,Leather,Yes,54
129,1,"$27,000",Volkswagen,280 HP,Cloth,No,49
130,1,"$27,000",Volkswagen,280 HP,Cloth,Yes,48
131,1,"$27,000",Volkswagen,280 HP,Leather,No,60
132,1,"$27,000",Volkswagen,280 HP,Leather,Yes,50
133,1,"$27,000",Toyota,220 HP,Cloth,No,49
134,1,"$27,000",Toyota,220 HP,Cloth,Yes,48
135,1,"$27,000",Toyota,220 HP,Leather,No,52
136,1,"$27,000",Toyota,220 HP,Leather,Yes,45
137,1,"$27,000",Toyota,250 HP,Cloth,No,52
138,1,"$27,000",Toyota,250 HP,Cloth,Yes,48
139,1,"$27,000",Toyota,250 HP,Leather,No,60
140,1,"$27,000",Toyota,250 HP,Leather,Yes,55
141,1,"$27,000",Toyota,280 HP,Cloth,No,42
142,1,"$27,000",Toyota,280 HP,Cloth,Yes,49
143,1,"$27,000",Toyota,280 HP,Leather,No,48
144,1,"$27,000",Toyota,280 HP,Leather,Yes,60
145,1,"$29,000",Saturn,220 HP,Cloth,No,43
146,1,"$29,000",Saturn,220 HP,Cloth,Yes,55
147,1,"$29,000",Saturn,220 HP,Leather,No,45
148,1,"$29,000",Saturn,220 HP,Leather,Yes,47
149,1,"$29,000",Saturn,250 HP,Cloth,No,48
150,1,"$29,000",Saturn,250 HP,Cloth,Yes,44
151,1,"$29,000",Saturn,250 HP,Leather,No,58
152,1,"$29,000",Saturn,250 HP,Leather,Yes,51
153,1,"$29,000",Saturn,280 HP,Cloth,No,42
154,1,"$29,000",Saturn,280 HP,Cloth,Yes,56
155,1,"$29,000",Saturn,280 HP,Leather,No,39
156,1,"$29,000",Saturn,280 HP,Leather,Yes,53
157,1,"$29,000",Kia,220 HP,Cloth,No,48
158,1,"$29,000",Kia,220 HP,Cloth,Yes,46
159,1,"$29,000",Kia,220 HP,Leather,No,48
160,1,"$29,000",Kia,220 HP,Leather,Yes,50
161,1,"$29,000",Kia,250 HP,Cloth,No,54
162,1,"$29,000",Kia,250 HP,Cloth,Yes,49
163,1,"$29,000",Kia,250 HP,Leather,No,50
164,1,"$29,000",Kia,250 HP,Leather,Yes,47
165,1,"$29,000",Kia,280 HP,Cloth,No,37
166,1,"$29,000",Kia,280 HP,Cloth,Yes,42
167,1,"$29,000",Kia,280 HP,Leather,No,38
168,1,"$29,000",Kia,280 HP,Leather,Yes,59
169,1,"$29,000",Volkswagen,220 HP,Cloth,No,33
170,1,"$29,000",Volkswagen,220 HP,Cloth,Yes,49
171,1,"$29,000",Volkswagen,220 HP,Leather,No,47
172,1,"$29,000",Volkswagen,220 HP,Leather,Yes,48
173,1,"$29,000",Volkswagen,250 HP,Cloth,No,59
174,1,"$29,000",Volkswagen,250 HP,Cloth,Yes,36
175,1,"$29,000",Volkswagen,250 HP,Leather,No,44
176,1,"$29,000",Volkswagen,250 HP,Leather,Yes,59
177,1,"$29,000",Volkswagen,280 HP,Cloth,No,45
178,1,"$29,000",Volkswagen,280 HP,Cloth,Yes,51
179,1,"$29,000",Volkswagen,280 HP,Leather,No,47
180,1,"$29,000",Volkswagen,280 HP,Leather,Yes,43
181,1,"$29,000",Toyota,220 HP,Cloth,No,45
182,1,"$29,000",Toyota,220 HP,Cloth,Yes,55
183,1,"$29,000",Toyota,220 HP,Leather,No,47
184,1,"$29,000",Toyota,220 HP,Leather,Yes,51
185,1,"$29,000",Toyota,250 HP,Cloth,No,51
186,1,"$29,000",Toyota,250 HP,Cloth,Yes,46
187,1,"$29,000",Toyota,250 HP,Leather,No,52
188,1,"$29,000",Toyota,250 HP,Leather,Yes,44
189,1,"$29,000",Toyota,280 HP,Cloth,No,42
190,1,"$29,000",Toyota,280 HP,Cloth,Yes,40
191,1,"$29,000",Toyota,280 HP,Leather,No,59
192,1,"$29,000",Toyota,280 HP,Leather,Yes,45
193,2,"$23,000",Saturn,220 HP,Cloth,No,57
194,2,"$23,000",Saturn,220 HP,Cloth,Yes,73
195,2,"$23,000",Saturn,220 HP,Leather,No,84
196,2,"$23,000",Saturn,220 HP,Leather,Yes,68
197,2,"$23,000",Saturn,250 HP,Cloth,No,65
198,2,"$23,000",Saturn,250 HP,Cloth,Yes,52
199,2,"$23,000",Saturn,250 HP,Leather,No,75
200,2,"$23,000",Saturn,250 HP,Leather,Yes,68
201,2,"$23,000",Saturn,280 HP,Cloth,No,64
202,2,"$23,000",Saturn,280 HP,Cloth,Yes,66
203,2,"$23,000",Saturn,280 HP,Leather,No,61
204,2,"$23,000",Saturn,280 HP,Leather,Yes,60
205,2,"$23,000",Kia,220 HP,Cloth,No,65
206,2,"$23,000",Kia,220 HP,Cloth,Yes,48
207,2,"$23,000",Kia,220 HP,Leather,No,65
208,2,"$23,000",Kia,220 HP,Leather,Yes,61
209,2,"$23,000",Kia,250 HP,Cloth,No,69
210,2,"$23,000",Kia,250 HP,Cloth,Yes,54
211,2,"$23,000",Kia,250 HP,Leather,No,78
212,2,"$23,000",Kia,250 HP,Leather,Yes,61
213,2,"$23,000",Kia,280 HP,Cloth,No,62
214,2,"$23,000",Kia,280 HP,Cloth,Yes,70
215,2,"$23,000",Kia,280 HP,Leather,No,63
216,2,"$23,000",Kia,280 HP,Leather,Yes,65
217,2,"$23,000",Volkswagen,220 HP,Cloth,No,48
218,2,"$23,000",Volkswagen,220 HP,Cloth,Yes,72
219,2,"$23,000",Volkswagen,220 HP,Leather,No,47
220,2,"$23,000",Volkswagen,220 HP,Leather,Yes,64
221,2,"$23,000",Volkswagen,250 HP,Cloth,No,54
222,2,"$23,000",Volkswagen,250 HP,Cloth,Yes,72
223,2,"$23,000",Volkswagen,250 HP,Leather,No,62
224,2,"$23,000",Volkswagen,250 HP,Leather,Yes,60
225,2,"$23,000",Volkswagen,280 HP,Cloth,No,66
226,2,"$23,000",Volkswagen,280 HP,Cloth,Yes,68
227,2,"$23,000",Volkswagen,280 HP,Leather,No,64
228,2,"$23,000",Volkswagen,280 HP,Leather,Yes,56
229,2,"$23,000",Toyota,220 HP,Cloth,No,57
230,2,"$23,000",Toyota,220 HP,Cloth,Yes,43
231,2,"$23,000",Toyota,220 HP,Leather,No,54
232,2,"$23,000",Toyota,220 HP,Leather,Yes,64
233,2,"$23,000",Toyota,250 HP,Cloth,No,61
234,2,"$23,000",Toyota,250 HP,Cloth,Yes,64
235,2,"$23,000",Toyota,250 HP,Leather,No,67
236,2,"$23,000",Toyota,250 HP,Leather,Yes,82
237,2,"$23,000",Toyota,280 HP,Cloth,No,74
238,2,"$23,000",Toyota,280 HP,Cloth,Yes,75
239,2,"$23,000",Toyota,280 HP,Leather,No,80
240,2,"$23,000",Toyota,280 HP,Leather,Yes,65
241,2,"$25,000",Saturn,220 HP,Cloth,No,67
242,2,"$25,000",Saturn,220 HP,Cloth,Yes,41
243,2,"$25,000",Saturn,220 HP,Leather,No,42
244,2,"$25,000",Saturn,220 HP,Leather,Yes,58
245,2,"$25,000",Saturn,250 HP,Cloth,No,51
246,2,"$25,000",Saturn,250 HP,Cloth,Yes,57
247,2,"$25,000",Saturn,250 HP,Leather,No,59
248,2,"$25,000",Saturn,250 HP,Leather,Yes,65
249,2,"$25,000",Saturn,280 HP,Cloth,No,53
250,2,"$25,000",Saturn,280 HP,Cloth,Yes,68
251,2,"$25,000",Saturn,280 HP,Leather,No,56
252,2,"$25,000",Saturn,280 HP,Leather,Yes,70
253,2,"$25,000",Kia,220 HP,Cloth,No,50
254,2,"$25,000",Kia,220 HP,Cloth,Yes,62
255,2,"$25,000",Kia,220 HP,Leather,No,69
256,2,"$25,000",Kia,220 HP,Leather,Yes,61
257,2,"$25,000",Kia,250 HP,Cloth,No,42
258,2,"$25,000",Kia,250 HP,Cloth,Yes,66
259,2,"$25,000",Kia,250 HP,Leather,No,57
260,2,"$25,000",Kia,250 HP,Leather,Yes,64
261,2,"$25,000",Kia,280 HP,Cloth,No,49
262,2,"$25,000",Kia,280 HP,Cloth,Yes,65
263,2,"$25,000",Kia,280 HP,Leather,No,53
264,2,"$25,000",Kia,280 HP,Leather,Yes,68
265,2,"$25,000",Volkswagen,220 HP,Cloth,No,51
266,2,"$25,000",Volkswagen,220 HP,Cloth,Yes,57
267,2,"$25,000",Volkswagen,220 HP,Leather,No,62
268,2,"$25,000",Volkswagen,220 HP,Leather,Yes,62
269,2,"$25,000",Volkswagen,250 HP,Cloth,No,52
270,2,"$25,000",Volkswagen,250 HP,Cloth,Yes,50
271,2,"$25,000",Volkswagen,250 HP,Leather,No,53
272,2,"$25,000",Volkswagen,250 HP,Leather,Yes,83
273,2,"$25,000",Volkswagen,280 HP,Cloth,No,39
274,2,"$25,000",Volkswagen,280 HP,Cloth,Yes,64
275,2,"$25,000",Volkswagen,280 HP,Leather,No,62
276,2,"$25,000",Volkswagen,280 HP,Leather,Yes,50
277,2,"$25,000",Toyota,220 HP,Cloth,No,76
278,2,"$25,000",Toyota,220 HP,Cloth,Yes,58
279,2,"$25,000",Toyota,220 HP,Leather,No,55
280,2,"$25,000",Toyota,220 HP,Leather,Yes,72
281,2,"$25,000",Toyota,250 HP,Cloth,No,53
282,2,"$25,000",Toyota,250 HP,Cloth,Yes,65
283,2,"$25,000",Toyota,250 HP,Leather,No,55
284,2,"$25,000",Toyota,250 HP,Leather,Yes,65
285,2,"$25,000",Toyota,280 HP,Cloth,No,64
286,2,"$25,000",Toyota,280 HP,Cloth,Yes,60
287,2,"$25,000",Toyota,280 HP,Leather,No,63
288,2,"$25,000",Toyota,280 HP,Leather,Yes,72
289,2,"$27,000",Saturn,220 HP,Cloth,No,52
290,2,"$27,000",Saturn,220 HP,Cloth,Yes,54
291,2,"$27,000",Saturn,220 HP,Leather,No,55
292,2,"$27,000",Saturn,220 HP,Leather,Yes,65
293,2,"$27,000",Saturn,250 HP,Cloth,No,53
294,2,"$27,000",Saturn,250 HP,Cloth,Yes,43
295,2,"$27,000",Saturn,250 HP,Leather,No,63
296,2,"$27,000",Saturn,250 HP,Leather,Yes,48
297,2,"$27,000",Saturn,280 HP,Cloth,No,47
298,2,"$27,000",Saturn,280 HP,Cloth,Yes,57
299,2,"$27,000",Saturn,280 HP,Leather,No,68
300,2,"$27,000",Saturn,280 HP,Leather,Yes,58
301,2,"$27,000",Kia,220 HP,Cloth,No,58
302,2,"$27,000",Kia,220 HP,Cloth,Yes,49
303,2,"$27,000",Kia,220 HP,Leather,No,67
304,2,"$27,000",Kia,220 HP,Leather,Yes,55
305,2,"$27,000",Kia,250 HP,Cloth,No,53
306,2,"$27,000",Kia,250 HP,Cloth,Yes,48
307,2,"$27,000",Kia,250 HP,Leather,No,62
308,2,"$27,000",Kia,250 HP,Leather,Yes,65
309,2,"$27,000",Kia,280 HP,Cloth,No,53
310,2,"$27,000",Kia,280 HP,Cloth,Yes,57
311,2,"$27,000",Kia,280 HP,Leather,No,58
312,2,"$27,000",Kia,280 HP,Leather,Yes,61
313,2,"$27,000",Volkswagen,220 HP,Cloth,No,49
314,2,"$27,000",Volkswagen,220 HP,Cloth,Yes,63
315,2,"$27,000",Volkswagen,220 HP,Leather,No,53
316,2,"$27,000",Volkswagen,220 HP,Leather,Yes,64
317,2,"$27,000",Volkswagen,250 HP,Cloth,No,48
318,2,"$27,000",Volkswagen,250 HP,Cloth,Yes,57
319,2,"$27,000",Volkswagen,250 HP,Leather,No,58
320,2,"$27,000",Volkswagen,250 HP,Leather,Yes,57
321,2,"$27,000",Volkswagen,280 HP,Cloth,No,56
322,2,"$27,000",Volkswagen,280 HP,Cloth,Yes,53
323,2,"$27,000",Volkswagen,280 HP,Leather,No,59
324,2,"$27,000",Volkswagen,280 HP,Leather,Yes,61
325,2,"$27,000",Toyota,220 HP,Cloth,No,55
326,2,"$27,000",Toyota,220 HP,Cloth,Yes,57
327,2,"$27,000",Toyota,220 HP,Leather,No,57
328,2,"$27,000",Toyota,220 HP,Leather,Yes,53
329,2,"$27,000",Toyota,250 HP,Cloth,No,71
330,2,"$27,000",Toyota,250 HP,Cloth,Yes,58
331,2,"$27,000",Toyota,250 HP,Leather,No,69
332,2,"$27,000",Toyota,250 HP,Leather,Yes,67
333,2,"$27,000",Toyota,280 HP,Cloth,No,59
334,2,"$27,000",Toyota,280 HP,Cloth,Yes,48
335,2,"$27,000",Toyota,280 HP,Leather,No,56
336,2,"$27,000",Toyota,280 HP,Leather,Yes,66
337,2,"$29,000",Saturn,220 HP,Cloth,No,57
338,2,"$29,000",Saturn,220 HP,Cloth,Yes,47
339,2,"$29,000",Saturn,220 HP,Leather,No,62
340,2,"$29,000",Saturn,220 HP,Leather,Yes,45
341,2,"$29,000",Saturn,250 HP,Cloth,No,68
342,2,"$29,000",Saturn,250 HP,Cloth,Yes,63
343,2,"$29,000",Saturn,250 HP,Leather,No,61
344,2,"$29,000",Saturn,250 HP,Leather,Yes,73
345,2,"$29,000",Saturn,280 HP,Cloth,No,66
346,2,"$29,000",Saturn,280 HP,Cloth,Yes,44
347,2,"$29,000",Saturn,280 HP,Leather,No,71
348,2,"$29,000",Saturn,280 HP,Leather,Yes,63
349,2,"$29,000",Kia,220 HP,Cloth,No,47
350,2,"$29,000",Kia,220 HP,Cloth,Yes,61
351,2,"$29,000",Kia,220 HP,Leather,No,47
352,2,"$29,000",Kia,220 HP,Leather,Yes,50
353,2,"$29,000",Kia,250 HP,Cloth,No,64
354,2,"$29,000",Kia,250 HP,Cloth,Yes,53
355,2,"$29,000",Kia,250 HP,Leather,No,56
356,2,"$29,000",Kia,250 HP,Leather,Yes,50
357,2,"$29,000",Kia,280 HP,Cloth,No,70
358,2,"$29,000",Kia,280 HP,Cloth,Yes,68
359,2,"$29,000",Kia,280 HP,Leather,No,60
360,2,"$29,000",Kia,280 HP,Leather,Yes,62
361,2,"$29,000",Volkswagen,220 HP,Cloth,No,51
362,2,"$29,000",Volkswagen,220 HP,Cloth,Yes,66
363,2,"$29,000",Volkswagen,220 HP,Leather,No,58
364,2,"$29,000",Volkswagen,220 HP,Leather,Yes,57
365,2,"$29,000",Volkswagen,250 HP,Cloth,No,61
366,2,"$29,000",Volkswagen,250 HP,Cloth,Yes,72
367,2,"$29,000",Volkswagen,250 HP,Leather,No,59
368,2,"$29,000",Volkswagen,250 HP,Leather,Yes,68
369,2,"$29,000",Volkswagen,280 HP,Cloth,No,66
370,2,"$29,000",Volkswagen,280 HP,Cloth,Yes,60
371,2,"$29,000",Volkswagen,280 HP,Leather,No,48
372,2,"$29,000",Volkswagen,280 HP,Leather,Yes,64
373,2,"$29,000",Toyota,220 HP,Cloth,No,59
374,2,"$29,000",Toyota,220 HP,Cloth,Yes,36
375,2,"$29,000",Toyota,220 HP,Leather,No,68
376,2,"$29,000",Toyota,220 HP,Leather,Yes,65
377,2,"$29,000",Toyota,250 HP,Cloth,No,62
378,2,"$29,000",Toyota,250 HP,Cloth,Yes,50
379,2,"$29,000",Toyota,250 HP,Leather,No,55
380,2,"$29,000",Toyota,250 HP,Leather,Yes,68
381,2,"$29,000",Toyota,280 HP,Cloth,No,45
382,2,"$29,000",Toyota,280 HP,Cloth,Yes,61
383,2,"$29,000",Toyota,280 HP,Leather,No,53
384,2,"$29,000",Toyota,280 HP,Leather,Yes,70
385,3,"$23,000",Saturn,220 HP,Cloth,No,65
386,3,"$23,000",Saturn,220 HP,Cloth,Yes,60
387,3,"$23,000",Saturn,220 HP,Leather,No,59
388,3,"$23,000",Saturn,220 HP,Leather,Yes,64
389,3,"$23,000",Saturn,250 HP,Cloth,No,67
390,3,"$23,000",Saturn,250 HP,Cloth,Yes,47
391,3,"$23,000",Saturn,250 HP,Leather,No,62
392,3,"$23,000",Saturn,250 HP,Leather,Yes,68
393,3,"$23,000",Saturn,280 HP,Cloth,No,61
394,3,"$23,000",Saturn,280 HP,Cloth,Yes,61
395,3,"$23,000",Saturn,280 HP,Leather,No,48
396,3,"$23,000",Saturn,280 HP,Leather,Yes,60
397,3,"$23,000",Kia,220 HP,Cloth,No,55
398,3,"$23,000",Kia,220 HP,Cloth,Yes,70
399,3,"$23,000",Kia,220 HP,Leather,No,54
400,3,"$23,000",Kia,220 HP,Leather,Yes,57
401,3,"$23,000",Kia,250 HP,Cloth,No,45
402,3,"$23,000",Kia,250 HP,Cloth,Yes,55
403,3,"$23,000",Kia,250 HP,Leather,No,56
404,3,"$23,000",Kia,250 HP,Leather,Yes,65
405,3,"$23,000",Kia,280 HP,Cloth,No,55
406,3,"$23,000",Kia,280 HP,Cloth,Yes,63
407,3,"$23,000",Kia,280 HP,Leather,No,52
408,3,"$23,000",Kia,280 HP,Leather,Yes,58
409,3,"$23,000",Volkswagen,220 HP,Cloth,No,59
410,3,"$23,000",Volkswagen,220 HP,Cloth,Yes,59
411,3,"$23,000",Volkswagen,220 HP,Leather,No,61
412,3,"$23,000",Volkswagen,220 HP,Leather,Yes,51
413,3,"$23,000",Volkswagen,250 HP,Cloth,No,66
414,3,"$23,000",Volkswagen,250 HP,Cloth,Yes,55
415,3,"$23,000",Volkswagen,250 HP,Leather,No,66
416,3,"$23,000",Volkswagen,250 HP,Leather,Yes,73
417,3,"$23,000",Volkswagen,280 HP,Cloth,No,73
418,3,"$23,000",Volkswagen,280 HP,Cloth,Yes,48
419,3,"$23,000",Volkswagen,280 HP,Leather,No,79
420,3,"$23,000",Volkswagen,280 HP,Leather,Yes,68
421,3,"$23,000",Toyota,220 HP,Cloth,No,56
422,3,"$23,000",Toyota,220 HP,Cloth,Yes,57
423,3,"$23,000",Toyota,220 HP,Leather,No,53
424,3,"$23,000",Toyota,220 HP,Leather,Yes,61
425,3,"$23,000",Toyota,250 HP,Cloth,No,61
426,3,"$23,000",Toyota,250 HP,Cloth,Yes,60
427,3,"$23,000",Toyota,250 HP,Leather,No,67
428,3,"$23,000",Toyota,250 HP,Leather,Yes,71
429,3,"$23,000",Toyota,280 HP,Cloth,No,61
430,3,"$23,000",Toyota,280 HP,Cloth,Yes,70
431,3,"$23,000",Toyota,280 HP,Leather,No,65
432,3,"$23,000",Toyota,280 HP,Leather,Yes,66
433,3,"$25,000",Saturn,220 HP,Cloth,No,47
434,3,"$25,000",Saturn,220 HP,Cloth,Yes,54
435,3,"$25,000",Saturn,220 HP,Leather,No,66
436,3,"$25,000",Saturn,220 HP,Leather,Yes,62
437,3,"$25,000",Saturn,250 HP,Cloth,No,48
438,3,"$25,000",Saturn,250 HP,Cloth,Yes,58
439,3,"$25,000",Saturn,250 HP,Leather,No,58
440,3,"$25,000",Saturn,250 HP,Leather,Yes,59
441,3,"$25,000",Saturn,280 HP,Cloth,No,56
442,3,"$25,000",Saturn,280 HP,Cloth,Yes,63
443,3,"$25,000",Saturn,280 HP,Leather,No,46
444,3,"$25,000",Saturn,280 HP,Leather,Yes,78
445,3,"$25,000",Kia,220 HP,Cloth,No,57
446,3,"$25,000",Kia,220 HP,Cloth,Yes,60
447,3,"$25,000",Kia,220 HP,Leather,No,53
448,3,"$25,000",Kia,220 HP,Leather,Yes,69
449,3,"$25,000",Kia,250 HP,Cloth,No,63
450,3,"$25,000",Kia,250 HP,Cloth,Yes,76
451,3,"$25,000",Kia,250 HP,Leather,No,49
452,3,"$25,000",Kia,250 HP,Leather,Yes,62
453,3,"$25,000",Kia,280 HP,Cloth,No,60
454,3,"$25,000",Kia,280 HP,Cloth,Yes,74
455,3,"$25,000",Kia,280 HP,Leather,No,59
456,3,"$25,000",Kia,280 HP,Leather,Yes,57
457,3,"$25,000",Volkswagen,220 HP,Cloth,No,52
458,3,"$25,000",Volkswagen,220 HP,Cloth,Yes,54
459,3,"$25,000",Volkswagen,220 HP,Leather,No,60
460,3,"$25,000",Volkswagen,220 HP,Leather,Yes,56
461,3,"$25,000",Volkswagen,250 HP,Cloth,No,53
462,3,"$25,000",Volkswagen,250 HP,Cloth,Yes,67
463,3,"$25,000",Volkswagen,250 HP,Leather,No,58
464,3,"$25,000",Volkswagen,250 HP,Leather,Yes,54
465,3,"$25,000",Volkswagen,280 HP,Cloth,No,63
466,3,"$25,000",Volkswagen,280 HP,Cloth,Yes,49
467,3,"$25,000",Volkswagen,280 HP,Leather,No,50
468,3,"$25,000",Volkswagen,280 HP,Leather,Yes,71
